songid,week,total_weeks,cum_week,performer,song,genre,trackid,url,album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Close FriendsLil Baby,3,22,3,Lil Baby,Close Friends,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",5nzhL67GpF9szXWg5y509A,,Drip Harder,TRUE,203881,80,0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,158.896,4
Dancing With A StrangerSam Smith & Normani,3,45,1,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
Drip Too HardLil Baby & Gunna,3,21,4,Lil Baby & Gunna,Drip Too Hard,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,86,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
"Eastsidebenny blanco, Halsey & Khalid",3,29,4,"benny blanco, Halsey & Khalid",Eastside,"['dance pop', 'pop', 'pop rap', 'tropical house']",0d2iYfpKoM0QCKvcLCkBao,,Eastside (with Halsey & Khalid),FALSE,173799,84,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4
Envy MeCalboy,3,26,4,Calboy,Envy Me,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",7rvyVWja33WG9R97oeJAjx,https://p.scdn.co/mp3-preview/503bfbcca88f47c6d6176d1fc47c8662cd8e11ba?cid=b8d3901151d34489a160e3cf0ab1fa94,Wildboy,TRUE,120133,79,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,4
Girls Like YouMaroon 5 Featuring Cardi B,3,22,4,Maroon 5 Featuring Cardi B,Girls Like You,"['pop', 'pop rock']",6V1bu6o1Yo5ZXnsCJU8Ovk,,Red Pill Blues (Deluxe),TRUE,235545,75,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4
Going BadMeek Mill Featuring Drake,3,34,4,Meek Mill Featuring Drake,Going Bad,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2IRZnDFmlqMuOrYOLnZZyc,https://p.scdn.co/mp3-preview/29e19c68dd853994221a90103db28427f1185e33?cid=b8d3901151d34489a160e3cf0ab1fa94,Championships,TRUE,180522,87,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
HappierMarshmello & Bastille,3,34,4,Marshmello & Bastille,Happier,"['brostep', 'progressive electro house']",2dpaYNEQHiRxtZbfNsse99,,Happier,FALSE,214289,90,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4
Here TonightBrett Young,3,20,3,Brett Young,Here Tonight,['contemporary country'],38nVuIj9mi5a8oopOJhSJk,,Ticket To L.A.,FALSE,216533,69,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,4
High HopesPanic! At The Disco,3,32,4,Panic! At The Disco,High Hopes,"['baroque pop', 'emo', 'modern rock']",1rqqCSm0Qe4I9rUvWncaom,https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=b8d3901151d34489a160e3cf0ab1fa94,Pray for the Wicked,FALSE,190946,88,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4
Look Back At ItA Boogie Wit da Hoodie,3,29,4,A Boogie Wit da Hoodie,Look Back At It,"['melodic rap', 'pop rap', 'rap', 'trap']",3Ol2xnObFdKV9pmRD2t9x8,https://p.scdn.co/mp3-preview/1791d957e2bad3063228db3750f1f71670764842?cid=b8d3901151d34489a160e3cf0ab1fa94,Hoodie SZN,TRUE,179449,83,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,4
Make It SweetOld Dominion,3,20,3,Old Dominion,Make It Sweet,"['contemporary country', 'country road']",23vpjrt7G0ERE2L95dyxdI,https://p.scdn.co/mp3-preview/4348b7b358ef9fdeda197d019e71da64223c466c?cid=b8d3901151d34489a160e3cf0ab1fa94,Old Dominion,FALSE,187000,69,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.555,180.166,4
ShallowLady Gaga & Bradley Cooper,3,33,4,Lady Gaga & Bradley Cooper,Shallow,"['dance pop', 'pop']",2VxeLyX666F8uXCJ0dZF8B,,A Star Is Born Soundtrack,FALSE,215733,89,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
Sicko ModeTravis Scott,3,32,4,Travis Scott,Sicko Mode,['rap'],2xLMifQCjDGFmkHkpNLD9h,https://p.scdn.co/mp3-preview/1c3c01c64477b356e28a652b6447f4ef96689a71?cid=b8d3901151d34489a160e3cf0ab1fa94,ASTROWORLD,TRUE,312820,88,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
SpeechlessDan + Shay,3,25,4,Dan + Shay,Speechless,"['contemporary country', 'pop']",3GJ4hzg4lrGwU51Y3VARbF,https://p.scdn.co/mp3-preview/69de5cae36cc21287d66bcb93f3ba178198615c5?cid=b8d3901151d34489a160e3cf0ab1fa94,Dan + Shay,FALSE,213386,80,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,4
Sweet But PsychoAva Max,3,34,4,Ava Max,Sweet But Psycho,"['dance pop', 'pop', 'post-teen pop']",25sgk305KZfyuqVBQIahim,https://p.scdn.co/mp3-preview/9772598a67666a9b7184926c59fe15b9574c7e46?cid=b8d3901151d34489a160e3cf0ab1fa94,Sweet but Psycho,FALSE,187436,89,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4
SwervinA Boogie Wit da Hoodie Featuring 6ix9ine,3,20,4,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,"['melodic rap', 'pop rap', 'rap', 'trap']",1wJRveJZLSb1rjhnUHQiv6,https://p.scdn.co/mp3-preview/4c2dc4b8977f9b92768f9825094288d9de71fd09?cid=b8d3901151d34489a160e3cf0ab1fa94,Hoodie SZN,TRUE,189486,86,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,4
ThotianaBlueface,3,20,1,Blueface,Thotiana,"['cali rap', 'trap']",3oh6SCCeLuXhFpEyepla6G,https://p.scdn.co/mp3-preview/86190aba97b38d4906c5312cad98263f26fbd0a5?cid=b8d3901151d34489a160e3cf0ab1fa94,Famous Cryp,TRUE,129264,80,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,4
When The Party's OverBillie Eilish,3,23,4,Billie Eilish,When The Party's Over,"['electropop', 'pop']",43zdsphuZLzwA9k4DJhU0I,,WHEN WE ALL FALL ASLEE,FALSE,196077,91,0.367,0.111,4,-14.084,1,0.0972,0.978,0.0000397,0.0897,0.198,82.642,4
Without MeHalsey,3,41,4,Halsey,Without Me,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",5p7ujcrUXASCNwRaWNHR1C,,Without Me,TRUE,201660,90,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4
Wow.Post Malone,3,44,4,Post Malone,Wow.,"['dfw rap', 'melodic rap', 'rap']",7xQAfvXzm3AkraOtGPWIZg,,Hollywood's Bleeding,TRUE,149546,90,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,4
You SayLauren Daigle,3,20,4,Lauren Daigle,You Say,"['ccm', 'christian music', 'worship']",6Up545NUflOiXo8cEraH49,https://p.scdn.co/mp3-preview/3af292e58be8ef42836922174a85571a24ab7937?cid=b8d3901151d34489a160e3cf0ab1fa94,Look Up Child,FALSE,274693,81,0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,4
7 RingsAriana Grande,4,33,1,Ariana Grande,7 Rings,"['dance pop', 'pop', 'post-teen pop']",6ocbgoVGwYJhOv1GgI9NsF,,thank,TRUE,178626,91,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4
A Lot21 Savage,4,23,5,21 Savage,A Lot,"['atl hip hop', 'pop rap', 'rap', 'trap']",2t8yVaLvJ0RenpXUIAC52d,https://p.scdn.co/mp3-preview/0ff1fadf009e81e7d80912c2372c7381a49e5863?cid=b8d3901151d34489a160e3cf0ab1fa94,i am > i was,TRUE,288624,83,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
Baby SharkPinkfong,4,20,4,Pinkfong,Baby Shark,"['cartoon', ""children's music""]",5ygDXis42ncn6kYG14lEVG,https://p.scdn.co/mp3-preview/7fba543ccc085d6399714adf93517fc467086e2d?cid=b8d3901151d34489a160e3cf0ab1fa94,Pinkfong Animal Songs,FALSE,96332,78,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,4
Be AlrightDean Lewis,4,21,5,Dean Lewis,Be Alright,"['australian pop', 'pop']",3EPXxR3ImUwfayaurPi3cm,,Be Alright,TRUE,196373,85,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
Beautiful CrazyLuke Combs,4,25,5,Luke Combs,Beautiful Crazy,['contemporary country'],2rxQMGVafnNaRaXlRMWPde,https://p.scdn.co/mp3-preview/46f30246879a353edb15e19f91eb63376053cace?cid=b8d3901151d34489a160e3cf0ab1fa94,This One's for You Too (Deluxe Edition),FALSE,193200,82,0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4
BetterKhalid,4,34,5,Khalid,Better,"['alternative r&b', 'pop']",6zeeWid2sgw4lap2jV61PZ,https://p.scdn.co/mp3-preview/59f5d00716f1746194f556bd3fa05b1439533598?cid=b8d3901151d34489a160e3cf0ab1fa94,Suncity,FALSE,229320,82,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
Dancing With A StrangerSam Smith & Normani,4,45,2,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
Drip Too HardLil Baby & Gunna,4,21,5,Lil Baby & Gunna,Drip Too Hard,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,86,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
"Eastsidebenny blanco, Halsey & Khalid",4,29,5,"benny blanco, Halsey & Khalid",Eastside,"['dance pop', 'pop', 'pop rap', 'tropical house']",0d2iYfpKoM0QCKvcLCkBao,,Eastside (with Halsey & Khalid),FALSE,173799,84,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4
Envy MeCalboy,4,26,5,Calboy,Envy Me,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",7rvyVWja33WG9R97oeJAjx,https://p.scdn.co/mp3-preview/503bfbcca88f47c6d6176d1fc47c8662cd8e11ba?cid=b8d3901151d34489a160e3cf0ab1fa94,Wildboy,TRUE,120133,79,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,4
GIRLMaren Morris,4,21,1,Maren Morris,GIRL,"['contemporary country', 'pop', 'texas country']",3y5B5ebFMzEEFqCPOesAXR,https://p.scdn.co/mp3-preview/6d9117232204a352333ba7f29a9f6534c8457a9e?cid=b8d3901151d34489a160e3cf0ab1fa94,GIRL,FALSE,250653,72,0.44,0.793,6,-3.95,1,0.0502,0.0677,0,0.0788,0.447,143.599,4
Girls Like YouMaroon 5 Featuring Cardi B,4,22,5,Maroon 5 Featuring Cardi B,Girls Like You,"['pop', 'pop rock']",6V1bu6o1Yo5ZXnsCJU8Ovk,,Red Pill Blues (Deluxe),TRUE,235545,75,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4
Going BadMeek Mill Featuring Drake,4,34,5,Meek Mill Featuring Drake,Going Bad,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2IRZnDFmlqMuOrYOLnZZyc,https://p.scdn.co/mp3-preview/29e19c68dd853994221a90103db28427f1185e33?cid=b8d3901151d34489a160e3cf0ab1fa94,Championships,TRUE,180522,87,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
HappierMarshmello & Bastille,4,34,5,Marshmello & Bastille,Happier,"['brostep', 'progressive electro house']",2dpaYNEQHiRxtZbfNsse99,,Happier,FALSE,214289,90,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4
High HopesPanic! At The Disco,4,32,5,Panic! At The Disco,High Hopes,"['baroque pop', 'emo', 'modern rock']",1rqqCSm0Qe4I9rUvWncaom,https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=b8d3901151d34489a160e3cf0ab1fa94,Pray for the Wicked,FALSE,190946,88,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4
Look Back At ItA Boogie Wit da Hoodie,4,29,5,A Boogie Wit da Hoodie,Look Back At It,"['melodic rap', 'pop rap', 'rap', 'trap']",3Ol2xnObFdKV9pmRD2t9x8,https://p.scdn.co/mp3-preview/1791d957e2bad3063228db3750f1f71670764842?cid=b8d3901151d34489a160e3cf0ab1fa94,Hoodie SZN,TRUE,179449,83,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,4
Make It SweetOld Dominion,4,20,4,Old Dominion,Make It Sweet,"['contemporary country', 'country road']",23vpjrt7G0ERE2L95dyxdI,https://p.scdn.co/mp3-preview/4348b7b358ef9fdeda197d019e71da64223c466c?cid=b8d3901151d34489a160e3cf0ab1fa94,Old Dominion,FALSE,187000,69,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.555,180.166,4
Middle ChildJ. Cole,4,27,1,J. Cole,Middle Child,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",2JvzF1RMd7lE3KmFlsyZD8,,MIDDLE CHILD,TRUE,213593,87,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4
Murder On My MindYNW Melly,4,20,1,YNW Melly,Murder On My Mind,"['melodic rap', 'trap']",7eBqSVxrzQZtK2mmgRG6lC,https://p.scdn.co/mp3-preview/b681a45cf2f796326f42bed43a6e419cd88ef92c?cid=b8d3901151d34489a160e3cf0ab1fa94,I AM YOU,TRUE,268434,86,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,4
Pure WaterMustard & Migos,4,25,1,Mustard & Migos,Pure Water,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",3j84U36KvLeXNDPv4t5pI8,,Perfect Ten,TRUE,192470,85,0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202.015,4
ShallowLady Gaga & Bradley Cooper,4,33,5,Lady Gaga & Bradley Cooper,Shallow,"['dance pop', 'pop']",2VxeLyX666F8uXCJ0dZF8B,,A Star Is Born Soundtrack,FALSE,215733,89,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
Sicko ModeTravis Scott,4,32,5,Travis Scott,Sicko Mode,['rap'],2xLMifQCjDGFmkHkpNLD9h,https://p.scdn.co/mp3-preview/1c3c01c64477b356e28a652b6447f4ef96689a71?cid=b8d3901151d34489a160e3cf0ab1fa94,ASTROWORLD,TRUE,312820,88,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
SpeechlessDan + Shay,4,25,5,Dan + Shay,Speechless,"['contemporary country', 'pop']",3GJ4hzg4lrGwU51Y3VARbF,https://p.scdn.co/mp3-preview/69de5cae36cc21287d66bcb93f3ba178198615c5?cid=b8d3901151d34489a160e3cf0ab1fa94,Dan + Shay,FALSE,213386,80,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,4
Sweet But PsychoAva Max,4,34,5,Ava Max,Sweet But Psycho,"['dance pop', 'pop', 'post-teen pop']",25sgk305KZfyuqVBQIahim,https://p.scdn.co/mp3-preview/9772598a67666a9b7184926c59fe15b9574c7e46?cid=b8d3901151d34489a160e3cf0ab1fa94,Sweet but Psycho,FALSE,187436,89,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4
SwervinA Boogie Wit da Hoodie Featuring 6ix9ine,4,20,5,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,"['melodic rap', 'pop rap', 'rap', 'trap']",1wJRveJZLSb1rjhnUHQiv6,https://p.scdn.co/mp3-preview/4c2dc4b8977f9b92768f9825094288d9de71fd09?cid=b8d3901151d34489a160e3cf0ab1fa94,Hoodie SZN,TRUE,189486,86,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,4
ThotianaBlueface,4,20,2,Blueface,Thotiana,"['cali rap', 'trap']",3oh6SCCeLuXhFpEyepla6G,https://p.scdn.co/mp3-preview/86190aba97b38d4906c5312cad98263f26fbd0a5?cid=b8d3901151d34489a160e3cf0ab1fa94,Famous Cryp,TRUE,129264,80,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,4
When The Party's OverBillie Eilish,4,23,5,Billie Eilish,When The Party's Over,"['electropop', 'pop']",43zdsphuZLzwA9k4DJhU0I,,WHEN WE ALL FALL ASLEE,FALSE,196077,91,0.367,0.111,4,-14.084,1,0.0972,0.978,0.0000397,0.0897,0.198,82.642,4
Without MeHalsey,4,41,5,Halsey,Without Me,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",5p7ujcrUXASCNwRaWNHR1C,,Without Me,TRUE,201660,90,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4
Wow.Post Malone,4,44,5,Post Malone,Wow.,"['dfw rap', 'melodic rap', 'rap']",7xQAfvXzm3AkraOtGPWIZg,,Hollywood's Bleeding,TRUE,149546,90,0.829,0.539,11,-7.359,0,0.208,0.136,1.78E-06,0.103,0.388,99.96,4
You SayLauren Daigle,4,20,5,Lauren Daigle,You Say,"['ccm', 'christian music', 'worship']",6Up545NUflOiXo8cEraH49,https://p.scdn.co/mp3-preview/3af292e58be8ef42836922174a85571a24ab7937?cid=b8d3901151d34489a160e3cf0ab1fa94,Look Up Child,FALSE,274693,81,0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,4
7 RingsAriana Grande,5,33,2,Ariana Grande,7 Rings,"['dance pop', 'pop', 'post-teen pop']",6ocbgoVGwYJhOv1GgI9NsF,,thank,TRUE,178626,91,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4
A Lot21 Savage,5,23,6,21 Savage,A Lot,"['atl hip hop', 'pop rap', 'rap', 'trap']",2t8yVaLvJ0RenpXUIAC52d,https://p.scdn.co/mp3-preview/0ff1fadf009e81e7d80912c2372c7381a49e5863?cid=b8d3901151d34489a160e3cf0ab1fa94,i am > i was,TRUE,288624,83,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
Baby SharkPinkfong,5,20,5,Pinkfong,Baby Shark,"['cartoon', ""children's music""]",5ygDXis42ncn6kYG14lEVG,https://p.scdn.co/mp3-preview/7fba543ccc085d6399714adf93517fc467086e2d?cid=b8d3901151d34489a160e3cf0ab1fa94,Pinkfong Animal Songs,FALSE,96332,78,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,4
Be AlrightDean Lewis,5,21,6,Dean Lewis,Be Alright,"['australian pop', 'pop']",3EPXxR3ImUwfayaurPi3cm,,Be Alright,TRUE,196373,85,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
Beautiful CrazyLuke Combs,5,25,6,Luke Combs,Beautiful Crazy,['contemporary country'],2rxQMGVafnNaRaXlRMWPde,https://p.scdn.co/mp3-preview/46f30246879a353edb15e19f91eb63376053cace?cid=b8d3901151d34489a160e3cf0ab1fa94,This One's for You Too (Deluxe Edition),FALSE,193200,82,0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4
BetterKhalid,5,34,6,Khalid,Better,"['alternative r&b', 'pop']",6zeeWid2sgw4lap2jV61PZ,https://p.scdn.co/mp3-preview/59f5d00716f1746194f556bd3fa05b1439533598?cid=b8d3901151d34489a160e3cf0ab1fa94,Suncity,FALSE,229320,82,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
Bury A FriendBillie Eilish,5,20,1,Billie Eilish,Bury A Friend,"['electropop', 'pop']",4SSnFejRGlZikf02HLewEF,,WHEN WE ALL FALL ASLEE,FALSE,193143,88,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4
Con CalmaDaddy Yankee & Katy Perry Featuring Snow,5,25,1,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",5w9c2J52mkdntKOmRLeM2m,,Con Calma,FALSE,193226,88,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,4
Dancing With A StrangerSam Smith & Normani,5,45,3,Sam Smith & Normani,Dancing With A Stranger,"['pop', 'uk pop']",6Qs4SXO9dwPj5GKvVOv8Ki,,Dancing With A Stranger (with Normani),FALSE,171029,89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,4
Drip Too HardLil Baby & Gunna,5,21,6,Lil Baby & Gunna,Drip Too Hard,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",78QR3Wp35dqAhFEc2qAGjE,,Drip Harder,TRUE,145542,86,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
"Eastsidebenny blanco, Halsey & Khalid",5,29,6,"benny blanco, Halsey & Khalid",Eastside,"['dance pop', 'pop', 'pop rap', 'tropical house']",0d2iYfpKoM0QCKvcLCkBao,,Eastside (with Halsey & Khalid),FALSE,173799,84,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4
Envy MeCalboy,5,26,6,Calboy,Envy Me,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",7rvyVWja33WG9R97oeJAjx,https://p.scdn.co/mp3-preview/503bfbcca88f47c6d6176d1fc47c8662cd8e11ba?cid=b8d3901151d34489a160e3cf0ab1fa94,Wildboy,TRUE,120133,79,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,4
Girls Like YouMaroon 5 Featuring Cardi B,5,22,6,Maroon 5 Featuring Cardi B,Girls Like You,"['pop', 'pop rock']",6V1bu6o1Yo5ZXnsCJU8Ovk,,Red Pill Blues (Deluxe),TRUE,235545,75,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4
Going BadMeek Mill Featuring Drake,5,34,6,Meek Mill Featuring Drake,Going Bad,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2IRZnDFmlqMuOrYOLnZZyc,https://p.scdn.co/mp3-preview/29e19c68dd853994221a90103db28427f1185e33?cid=b8d3901151d34489a160e3cf0ab1fa94,Championships,TRUE,180522,87,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4
HappierMarshmello & Bastille,5,34,6,Marshmello & Bastille,Happier,"['brostep', 'progressive electro house']",2dpaYNEQHiRxtZbfNsse99,,Happier,FALSE,214289,90,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4
Here TonightBrett Young,5,20,4,Brett Young,Here Tonight,['contemporary country'],38nVuIj9mi5a8oopOJhSJk,,Ticket To L.A.,FALSE,216533,69,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,4
High HopesPanic! At The Disco,5,32,6,Panic! At The Disco,High Hopes,"['baroque pop', 'emo', 'modern rock']",1rqqCSm0Qe4I9rUvWncaom,https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=b8d3901151d34489a160e3cf0ab1fa94,Pray for the Wicked,FALSE,190946,88,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4
Look Back At ItA Boogie Wit da Hoodie,5,29,6,A Boogie Wit da Hoodie,Look Back At It,"['melodic rap', 'pop rap', 'rap', 'trap']",3Ol2xnObFdKV9pmRD2t9x8,https://p.scdn.co/mp3-preview/1791d957e2bad3063228db3750f1f71670764842?cid=b8d3901151d34489a160e3cf0ab1fa94,Hoodie SZN,TRUE,179449,83,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,4
Make It SweetOld Dominion,5,20,5,Old Dominion,Make It Sweet,"['contemporary country', 'country road']",23vpjrt7G0ERE2L95dyxdI,https://p.scdn.co/mp3-preview/4348b7b358ef9fdeda197d019e71da64223c466c?cid=b8d3901151d34489a160e3cf0ab1fa94,Old Dominion,FALSE,187000,69,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.555,180.166,4
Middle ChildJ. Cole,5,27,2,J. Cole,Middle Child,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",2JvzF1RMd7lE3KmFlsyZD8,,MIDDLE CHILD,TRUE,213593,87,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4
Murder On My MindYNW Melly,5,20,2,YNW Melly,Murder On My Mind,"['melodic rap', 'trap']",7eBqSVxrzQZtK2mmgRG6lC,https://p.scdn.co/mp3-preview/b681a45cf2f796326f42bed43a6e419cd88ef92c?cid=b8d3901151d34489a160e3cf0ab1fa94,I AM YOU,TRUE,268434,86,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,4
Put A Date On ItYo Gotti Featuring Lil Baby,5,20,1,Yo Gotti Featuring Lil Baby,Put A Date On It,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6PRh0ilIMEP1xlUHqalnkD,https://p.scdn.co/mp3-preview/a972acdaefc637e1edc9221aea4d56f5714ee59c?cid=b8d3901151d34489a160e3cf0ab1fa94,Put a Date On It (feat. Lil Baby),TRUE,195257,69,0.835,0.659,4,-5.696,1,0.31,0.0123,0,0.372,0.579,129.93,4
ShallowLady Gaga & Bradley Cooper,5,33,6,Lady Gaga & Bradley Cooper,Shallow,"['dance pop', 'pop']",2VxeLyX666F8uXCJ0dZF8B,,A Star Is Born Soundtrack,FALSE,215733,89,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4
Sicko ModeTravis Scott,5,32,6,Travis Scott,Sicko Mode,['rap'],2xLMifQCjDGFmkHkpNLD9h,https://p.scdn.co/mp3-preview/1c3c01c64477b356e28a652b6447f4ef96689a71?cid=b8d3901151d34489a160e3cf0ab1fa94,ASTROWORLD,TRUE,312820,88,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
